bhk,locality,Price,sqft,status,Possession,price_per_sqft,Age_old,bath
5,Aundh,6.59 Cr,3771,Ready to move,,"17,500 / sq ft",1,
3,Baner,1.3 Cr,905,Under Construction,Possession by May 2025,"14,373 / sq ft",,
2,Baner,84.12 L,669,Under Construction,Possession by May 2025,"12,574 / sq ft",,
3,Baner,1.37 Cr,957,Under Construction,Possession by May 2025,"14,374 / sq ft",,
2,Baner,1.06 Cr,849,Under Construction,Possession by May 2025,"12,573 / sq ft",,
2,Baner,1.07 Cr,855,Under Construction,Possession by May 2025,"12,577 / sq ft",,
3,Baner,1.46 Cr,1021,Under Construction,Possession by May 2025,"14,376 / sq ft",,
3,Baner,1.39 Cr,974,Under Construction,Possession by May 2025,"14,371 / sq ft",,
3,Baner,1.41 Cr,982,Under Construction,Possession by May 2025,"14,374 / sq ft",,
2,Baner,99.56 L,792,Under Construction,Possession by May 2025,"12,571 / sq ft",,
3,Baner,1.36 Cr,951,Under Construction,Possession by May 2025,"14,367 / sq ft",,
3,Baner,1.37 Cr,957,Under Construction,Possession by May 2025,"14,367 / sq ft",,
4,Baner,1.56 Cr,1928,Ready to move,,"8,100 / sq ft",4,3
3,Baner,1.29 Cr,905,Under Construction,Possession by May 2025,"14,380 / sq ft",,
3,Baner,1.47 Cr,1905,Ready to move,,"7,750 / sq ft",4,
3,Baner,1.37 Cr,956,Under Construction,Possession by May 2025,"14,380 / sq ft",,
4,Baner,1.54 Cr,1905,Ready to move,,"8,100 / sq ft",4,3
2,Baner,83.99 L,668,Under Construction,Possession by May 2025,"12,574 / sq ft",,
4,Baner,2.06 Cr,2550,Ready to move,,"8,100 / sq ft",4,
3,Baner,1.49 Cr,1928,Ready to move,,"7,750 / sq ft",4,
2,Ravet,45 L,1000,Under Construction,Possession by Dec 2022,"4,500 / sq ft",,2
1,Tathawade,36 L,670,Under Construction,Possession by Jun 2026,"5,373 / sq ft",,1
2,Tathawade,59 L,1100,Under Construction,Possession by Aug 2025,"5,363 / sq ft",,2
2,Ravet,54 L,1100,Under Construction,Possession by Mar 2025,"4,909 / sq ft",,2
1,Bavdhan,37.5 L,664,Under Construction,Possession by Jun 2024,"5,647 / sq ft",,1
3,Bavdhan,80 L,1374,Under Construction,Possession by Jun 2024,"5,822 / sq ft",,3
2,Kharadi,1.08 Cr,1250,Ready to move,,"8,640 / sq ft",,2
2,Bavdhan,61 L,1044,Under Construction,Possession by Jun 2024,"5,842 / sq ft",,2
1,Ambegaon 1,25 L,535,Ready to move,,"4,672 / sq ft",1,1
2,Kharadi,83 L,1050,Ready to move,,"7,904 / sq ft",,2
3,Hinjewadi,70 L,1288,Under Construction,,"5,434 / sq ft",,3
1,Tathawade,34.2 L,635,Under Construction,Possession by Aug 2024,"5,385 / sq ft",,1
2,Ravet,47 L,1000,Under Construction,Possession by Mar 2023,"4,700 / sq ft",,2
3,Ravet,66.5 L,1200,Under Construction,Possession by Mar 2023,"5,541 / sq ft",,3
1,Tathawade,32 L,670,Under Construction,Possession by May 2023,"4,776 / sq ft",,2
2,Tathawade,50 L,1100,Under Construction,Possession by Aug 2022,"4,545 / sq ft",,2
2,Tathawade,48.4 L,1100,Under Construction,,"4,400 / sq ft",,2
1,Tathawade,31.83 L,610,Under Construction,Possession by Dec 2022,"5,218 / sq ft",,1
2,Ravet,47 L,1100,Under Construction,Possession by Dec 2022,"4,272 / sq ft",,2
2,Ravet,48.5 L,1020,Under Construction,Possession by Sep 2023,"4,754 / sq ft",,2
1,Tathawade,32 L,640,Under Construction,Possession by Jun 2023,"5,000 / sq ft",,1
1,Tathawade,32 L,650,Under Construction,Possession by Sep 2024,"4,923 / sq ft",,1
2,Yerawada,77 L,970,Ready to move,,"7,938 / sq ft",,
2,Vishrantwadi,65 L,1000,Ready to move,,"6,500 / sq ft",10,
2,Yerawada,75 L,850,Ready to move,,"8,823 / sq ft",,
2,Yerawada,78 L,925,Ready to move,,"8,432 / sq ft",,
2,Ambegaon 1,71 L,1172,Under Construction,,"6,058 / sq ft",,2
2,Garmal,40 L,750,Ready to move,,"5,333 / sq ft",,2
2,Baner,60.65 L,1155,Ready to move,,"5,251 / sq ft",,2
2,Undri,60 L,1160,Ready to move,,"5,172 / sq ft",7,
3,Alandi,47 L,1239,Under Construction,Possession by Dec 2025,"3,793 / sq ft",,3
3,Alandi,47 L,1239,Under Construction,Possession by Dec 2025,"3,793 / sq ft",,3
3,Alandi,46 L,1226,Under Construction,Possession by Dec 2025,"3,752 / sq ft",,3
3,Alandi,46 L,1226,Under Construction,Possession by Dec 2025,"3,752 / sq ft",,3
2,Balewadi,82.14 L,642,Under Construction,Possession by May 2022,"12,794 / sq ft",,
2,Hinjewadi,56.65 L,564,Under Construction,Possession by Aug 2021,"10,063 / sq ft",,
3,Wakad,93.64 L,790,Under Construction,Possession by Dec 2026,"11,868 / sq ft",,
2,Lohegaon,88.16 L,1102,Ready to move,,"8,000 / sq ft",3,
1,Nigdi,40 L,680,Ready to move,,"5,882 / sq ft",1,2
2,Hinjewadi,49.85 L,880,Under Construction,Possession by Mar 2024,"5,664 / sq ft",,2
1,Thergaon,39.5 L,688,Ready to move,,"5,741 / sq ft",0,2
2,Wakad,56.29 L,928,Under Construction,Possession by Jun 2021,"6,065 / sq ft",,2
2,Hinjewadi,54.42 L,960,Under Construction,Possession by May 2024,"5,668 / sq ft",,2
2,Thergaon,61 L,1010,Ready to move,,"6,039 / sq ft",0,2
2,Hinjewadi,51.5 L,920,Under Construction,,"5,597 / sq ft",,2
2,Hinjewadi,51 L,915,Under Construction,,"5,573 / sq ft",,2
5,Hinjewadi,1.85 Cr,3402,Ready to move,,"5,437 / sq ft",,5
3,Wakad,98 L,1617,Ready to move,,"6,060 / sq ft",5,3
2,Wakad,61.37 L,1025,Under Construction,,"5,987 / sq ft",,2
1,Hinjewadi,33.5 L,628,Under Construction,,"5,334 / sq ft",,1
2,Wakad,61.29 L,1025,Under Construction,,"5,980 / sq ft",,2
4,Hinjewadi,1.55 Cr,2487,Ready to move,,"6,232 / sq ft",,3
1,Hinjewadi,33 L,612,Under Construction,,"5,392 / sq ft",,1
1,Wakad,55 L,894,Under Construction,,"6,152 / sq ft",,1
2,Hinjewadi,59.3 L,1078,Under Construction,Possession by Aug 2024,"5,500 / sq ft",,2
3,Hinjewadi,1.09 Cr,1733,Ready to move,,"6,289 / sq ft",,2
2,Hinjewadi,59.1 L,1073,Under Construction,Possession by Aug 2024,"5,507 / sq ft",,2
1,Wakad,55.13 L,923,Under Construction,,"5,972 / sq ft",,1
2,Hinjewadi,58.8 L,1070,Under Construction,Possession by Sep 2024,"5,495 / sq ft",,2
2,Lake Town Road,1 Cr,1177,Ready to move,,"8,496 / sq ft",4,2
1,Vadgaon Budruk,20 L,550,Ready to move,,"3,636 / sq ft",2,1
3,Hinjewadi,80.2 L,1320,Under Construction,Possession by Aug 2024,"6,075 / sq ft",,3
3,Fursungi,1 Cr,1600,Ready to move,,"6,250 / sq ft",,3
3,Baner,1.7 Cr,1650,Under Construction,,"10,303 / sq ft",,3
2,Pashan,89 L,1000,Under Construction,Possession by May 2022,"8,900 / sq ft",,2
2,Mundhwa,55 L,913,Ready to move,,"6,024 / sq ft",,2
1,Lohegaon,20 L,550,Ready to move,,"3,636 / sq ft",,1
1,Baner,59 L,800,Under Construction,Possession by Oct 2021,"7,375 / sq ft",,1
3,Bavdhan,1.34 Cr,1400,Under Construction,Possession by Dec 2023,"9,571 / sq ft",,3
1,Dighi,36 L,620,Ready to move,,"5,806 / sq ft",9,1
2,Tathawade,53.39 L,852,Under Construction,Possession by May 2024,"6,266 / sq ft",,1
2,Wanowrie,72 L,1050,Ready to move,,"6,857 / sq ft",9,2
2,Ghorpadi,66 L,900,Ready to move,,"7,333 / sq ft",,2
2,Dighi,39 L,915,Ready to move,,"4,262 / sq ft",9,2
1,Hinjewadi,11 L,413,Ready to move,,"2,663 / sq ft",4,1
1,Wakad,53 L,700,Under Construction,Possession by May 2023,"7,571 / sq ft",,2
2,Wakad,76.48 L,900,Under Construction,Possession by May 2023,"8,497 / sq ft",,2
2,Tathawade,67.93 L,746,Under Construction,Possession by Dec 2022,"9,106 / sq ft",,
2,Tathawade,70.86 L,782,Under Construction,Possession by Dec 2022,"9,073 / sq ft",,
2,Tathawade,66.55 L,730,Under Construction,Possession by Dec 2022,"9,130 / sq ft",,
3,Pashan,1.39 Cr,1074,Under Construction,Possession by May 2021,"13,047 / sq ft",,
2,Tathawade,61.84 L,673,Under Construction,Possession by Dec 2022,"9,189 / sq ft",,
3,Pashan,1.41 Cr,1082,Under Construction,Possession by May 2021,"13,123 / sq ft",,
2,Tathawade,68.75 L,742,Under Construction,Possession by Dec 2022,"9,265 / sq ft",,
3,Pashan,1.24 Cr,1003,Under Construction,Possession by May 2021,"12,474 / sq ft",,
2,Tathawade,61.87 L,674,Under Construction,Possession by Dec 2022,"9,193 / sq ft",,
3,Pashan,1.44 Cr,1122,Under Construction,Possession by May 2021,"12,934 / sq ft",,
3,Pashan,1.46 Cr,1130,Under Construction,Possession by May 2021,"13,019 / sq ft",,
2,Tathawade,62.52 L,669,Under Construction,Possession by Dec 2022,"9,360 / sq ft",,
3,Pashan,1.25 Cr,1011,Under Construction,Possession by May 2021,"12,364 / sq ft",,
2,Tathawade,62.03 L,675,Under Construction,Possession by Dec 2022,"9,189 / sq ft",,
2,Tathawade,61.87 L,674,Under Construction,Possession by Dec 2022,"9,194 / sq ft",,
3,Tathawade,76.21 L,846,Under Construction,Possession by Dec 2022,"9,008 / sq ft",,
2,Tathawade,68.03 L,748,Under Construction,Possession by Dec 2022,"9,107 / sq ft",,
2,Tathawade,67.69 L,730,Under Construction,Possession by Dec 2022,"9,285 / sq ft",,
2,Tathawade,70.92 L,782,Under Construction,Possession by Dec 2022,"9,069 / sq ft",,
2,Tathawade,69.26 L,748,Under Construction,Possession by Dec 2022,"9,259 / sq ft",,
2,Tathawade,65.35 L,715,Under Construction,Possession by Dec 2022,"9,139 / sq ft",,
2,Tathawade,69.24 L,748,Under Construction,Possession by Dec 2022,"9,257 / sq ft",,
2,Tathawade,69.13 L,747,Under Construction,Possession by Dec 2022,"9,267 / sq ft",,
2,Tathawade,65.51 L,717,Under Construction,Possession by Dec 2022,"9,136 / sq ft",,
2,Tathawade,68.74 L,742,Under Construction,Possession by Dec 2022,"9,264 / sq ft",,
1,Fursungi,35 L,670,Ready to move,,"5,223 / sq ft",3,2
2,Manjari,57 L,804,Under Construction,Possession by Jun 2024,"7,089 / sq ft",,2
3,Manjari,79.3 L,1162,Under Construction,Possession by Jun 2024,"6,824 / sq ft",,3
1,Chakan,12.5 L,500,Ready to move,,"2,500 / sq ft",,1
2,Hinjewadi,63 L,900,Ready to move,,"7,000 / sq ft",,2
1,Kondhwa,55 L,930,Ready to move,,"5,913 / sq ft",1,2
2,Lohegaon,56 L,750,Under Construction,Possession by May 2021,"7,466 / sq ft",,2
4,Baner,2.27 Cr,2090,Under Construction,,"10,861 / sq ft",,4
3,Baner,1.8 Cr,1620,Under Construction,,"11,111 / sq ft",,3
2,Mahalunge,57 L,980,Under Construction,Possession by May 2024,"5,816 / sq ft",,2
2,Mahalunge,58.6 L,641,Under Construction,Possession by Dec 2024,"9,142 / sq ft",,
1,Mahalunge,42.49 L,468,Under Construction,Possession by Dec 2024,"9,081 / sq ft",,
3,Mahalunge,73.49 L,815,Under Construction,Possession by Dec 2024,"9,018 / sq ft",,
3,Tathawade,50 L,970,Under Construction,,"5,154 / sq ft",,3
1,Mahalunge,35 L,610,Under Construction,Possession by May 2024,"5,737 / sq ft",,1
2,Bavdhan,98 L,1308,Under Construction,Possession by Jun 2024,"7,492 / sq ft",,2
3,Kharadi,2.3 Cr,1821,Under Construction,Possession by Nov 2025,"10,736 / sq ft",,3
3,Kharadi,2.2 Cr,1647,Under Construction,Possession by Nov 2025,"11,354 / sq ft",,3
2,Bavdhan,90 L,1180,Ready to move,,"7,627 / sq ft",10,2
1,Chikhali,31 L,526,Ready to move,,"5,893 / sq ft",3,1
2,Dhayari,43 L,800,Ready to move,,"5,375 / sq ft",7,2
3,Mahalunge,82 L,1230,Under Construction,Possession by May 2022,"6,666 / sq ft",,3
1,Alandi,30 L,625,Ready to move,,"4,800 / sq ft",,2
2,Tathawade,61.75 L,945,Under Construction,Possession by May 2025,"6,534 / sq ft",,2
2,Tathawade,45 L,810,Under Construction,Possession by Mar 2024,"5,555 / sq ft",,2
2,Tathawade,61 L,930,Under Construction,Possession by May 2025,"6,559 / sq ft",,2
2,Tathawade,62.5 L,1050,Under Construction,Possession by Dec 2025,"5,952 / sq ft",,2
1,Chikhali,8 L,560,Under Construction,,"1,428 / sq ft",,1
2,Ravet,45 L,850,Under Construction,,"5,294 / sq ft",,2
2,Tathawade,63.75 L,1050,Under Construction,Possession by Dec 2025,"6,071 / sq ft",,2
1,Chikhali,8 L,560,Under Construction,,"1,428 / sq ft",,1
1,Bibwewadi,32 L,570,Ready to move,,"5,614 / sq ft",,1
2,Sasane Nagar,58 L,820,Ready to move,,"7,073 / sq ft",3,2
1,Wakad,46 L,675,Ready to move,,"6,814 / sq ft",5,1
3,Magarpatta,1.45 Cr,1650,Ready to move,,"8,787 / sq ft",0,3
1,Wakad,46 L,675,Ready to move,,"6,814 / sq ft",5,1
2,Keshav Nagar,28 L,1150,Ready to move,,"2,434 / sq ft",3,2
2,Wakad,63 L,945,Ready to move,,"6,666 / sq ft",5,2
2,Wakad,62.5 L,945,Ready to move,,"6,613 / sq ft",5,2
2,Dhayari,58.38 L,780,Under Construction,Possession by Jun 2024,"7,484 / sq ft",,2
2,Tathawade,62.5 L,930,Under Construction,Possession by Dec 2024,"6,720 / sq ft",,2
3,Pimple Nilakh,99.5 L,1325,Under Construction,Possession by May 2025,"7,509 / sq ft",,3
2,Hinjewadi,56 L,923,Under Construction,Possession by Dec 2024,"6,067 / sq ft",,2
2,Tathawade,62 L,940,Under Construction,Possession by Dec 2024,"6,595 / sq ft",,2
2,Ravet Village Road,55 L,930,Ready to move,,"5,913 / sq ft",1,2
3,Manjari,1.5 Cr,1760,Ready to move,,"8,522 / sq ft",9,3
3,Kondhwa,1.35 Cr,1640,Under Construction,Possession by Jun 2023,"8,231 / sq ft",,3
2,Kondhwa,90 L,1115,Under Construction,Possession by Nov 2023,"8,071 / sq ft",,2
2,Kharadi,1.08 Cr,1315,Ready to move,,"8,212 / sq ft",6,2
3,Kalyani Nagar,2.75 Cr,2100,Ready to move,,"13,095 / sq ft",12,4
3,Kharadi,1.65 Cr,2345,Ready to move,,"7,036 / sq ft",7,3
4,Kharadi,1.95 Cr,3400,Ready to move,,"5,735 / sq ft",7,4
3,Kalyani Nagar,2.5 Cr,1894,Ready to move,,"13,199 / sq ft",13,3
3,Kharadi,1.55 Cr,2800,Ready to move,,"5,535 / sq ft",7,3
3,Kalyani Nagar,2.35 Cr,1980,Ready to move,,"11,868 / sq ft",9,3
2,Hinjewadi,52.5 L,935,Under Construction,Possession by Mar 2024,"5,614 / sq ft",,2
1,Hinjewadi,38.5 L,625,Under Construction,Possession by May 2024,"6,160 / sq ft",,1
1,Hinjewadi,39 L,646,Under Construction,Possession by May 2024,"6,037 / sq ft",,1
2,Hinjewadi,54.45 L,950,Under Construction,Possession by May 2024,"5,731 / sq ft",,2
2,Hinjewadi,54.65 L,965,Under Construction,Possession by May 2024,"5,663 / sq ft",,2
1,Hinjewadi,36.5 L,615,Under Construction,,"5,934 / sq ft",,1
1,Hinjewadi,36.45 L,615,Under Construction,,"5,926 / sq ft",,1
2,Parvati Darshan,1.25 Cr,1040,Ready to move,,"12,019 / sq ft",,2
2,Hinjewadi,53.8 L,920,Under Construction,,"5,847 / sq ft",,2
1,Hinjewadi,54 L,920,Under Construction,,"5,869 / sq ft",,1
3,Bavdhan,83 L,1431,Ready to move,,"5,800 / sq ft",5,3
2,Wagholi,65 L,900,Ready to move,,"7,222 / sq ft",3,2
1,Chikhali,26.25 L,617,Under Construction,,"4,254 / sq ft",,1
1,Chikhali,26.2 L,617,Under Construction,,"4,246 / sq ft",,1
1,Chikhali,26.15 L,617,Under Construction,,"4,238 / sq ft",,1
1,Chikhali,26.1 L,617,Under Construction,,"4,230 / sq ft",,1
1,Chikhali,26.05 L,617,Under Construction,,"4,222 / sq ft",,1
1,Ravet,36 L,700,Under Construction,Possession by Nov 2023,"5,142 / sq ft",,1
1,Chikhali,26 L,617,Under Construction,,"4,213 / sq ft",,1
2,Baner,95.5 L,1160,Ready to move,,"8,232 / sq ft",7,2
4,Kharadi,1.83 Cr,2740,Ready to move,,"6,678 / sq ft",7,4
4,Kalyani Nagar,4.5 Cr,2892,Ready to move,,"15,560 / sq ft",9,5
2,Kharadi,1.03 Cr,1375,Ready to move,,"7,490 / sq ft",4,2
4,Kalyani Nagar,4.4 Cr,2850,Ready to move,,"15,438 / sq ft",7,4
4,Kalyani Nagar,4.25 Cr,2850,Ready to move,,"14,912 / sq ft",7,5
4,Kalyani Nagar,4.2 Cr,2800,Ready to move,,"15,000 / sq ft",7,2
3,Kharadi,1.35 Cr,1575,Ready to move,,"8,571 / sq ft",7,3
4,Kalyani Nagar,3.5 Cr,2881,Ready to move,,"12,148 / sq ft",7,5
3,Kharadi,1.32 Cr,1660,Ready to move,,"7,951 / sq ft",7,3
3,Kalyani Nagar,1.5 Cr,1300,Ready to move,,"11,538 / sq ft",11,2
3,Kalyani Nagar,1.48 Cr,1500,Ready to move,,"9,866 / sq ft",12,3
4,Kharadi,2.6 Cr,4350,Ready to move,,"5,977 / sq ft",7,4
3,Kalyani Nagar,1.45 Cr,1540,Ready to move,,"9,415 / sq ft",12,3
3,Kalyani Nagar,2.45 Cr,2300,Ready to move,,"10,652 / sq ft",17,5
3,Kalyani Nagar,1.4 Cr,1500,Ready to move,,"9,333 / sq ft",12,3
5,Kharadi,2.35 Cr,4800,Ready to move,,"4,895 / sq ft",7,4
2,Wagholi,42 L,869,Ready to move,,"4,833 / sq ft",121,2
4,Kharadi,2.4 Cr,4355,Ready to move,,"5,510 / sq ft",7,4
3,Kalyani Nagar,2.35 Cr,1780,Ready to move,,"13,202 / sq ft",17,3
2,Kalyani Nagar,1.35 Cr,1350,Ready to move,,"10,000 / sq ft",11,2
3,Viman Nagar,1.4 Cr,1600,Ready to move,,"8,750 / sq ft",11,3
1,Viman Nagar,63 L,750,Ready to move,,"8,400 / sq ft",10,2
1,Wagholi,22.5 L,640,Ready to move,,"3,515 / sq ft",4,1
2,Viman Nagar,85 L,1000,Ready to move,,"8,500 / sq ft",6,2
2,Viman Nagar,1.2 Cr,968,Ready to move,,"12,396 / sq ft",11,2
2,Viman Nagar,83 L,1050,Ready to move,,"7,904 / sq ft",9,2
2,Viman Nagar,1.15 Cr,1200,Ready to move,,"9,583 / sq ft",11,2
2,Viman Nagar,80 L,1000,Ready to move,,"8,000 / sq ft",6,2
3,Viman Nagar,1.35 Cr,1700,Ready to move,,"7,941 / sq ft",6,3
2,Viman Nagar,1.14 Cr,1410,Ready to move,,"8,085 / sq ft",6,2
2,Viman Nagar,88 L,1450,Ready to move,,"6,068 / sq ft",6,2
2,Kalyani Nagar,87 L,911,Ready to move,,"9,549 / sq ft",6,2
1,Aundh,65 L,617,Ready to move,,"10,534 / sq ft",18,1
2,Viman Nagar,86 L,1030,Ready to move,,"8,349 / sq ft",11,2
2,Wagholi,44 L,980,Ready to move,,"4,489 / sq ft",5,2
2,Viman Nagar,83 L,1250,Ready to move,,"6,640 / sq ft",6,2
2,Viman Nagar,82 L,1150,Ready to move,,"7,130 / sq ft",6,2
2,Viman Nagar,81 L,1050,Ready to move,,"7,714 / sq ft",11,2
2,Viman Nagar,78 L,980,Ready to move,,"7,959 / sq ft",6,2
2,Wagholi,37.5 L,980,Ready to move,,"3,826 / sq ft",4,2
3,Kharadi,75 L,921,Under Construction,Possession by Nov 2022,"8,143 / sq ft",,3
2,Viman Nagar,77 L,900,Ready to move,,"8,555 / sq ft",6,2
2,Viman Nagar,76 L,900,Ready to move,,"8,444 / sq ft",6,2
2,Wagholi,36 L,854,Ready to move,,"4,215 / sq ft",4,2
2,Viman Nagar,74.8 L,998,Ready to move,,"7,494 / sq ft",11,2
2,Viman Nagar,73 L,1000,Ready to move,,"7,300 / sq ft",11,2
2,Viman Nagar,72 L,1200,Ready to move,,"6,000 / sq ft",6,2
2,Kharadi,50 L,604,Under Construction,Possession by Nov 2022,"8,278 / sq ft",,2
2,Viman Nagar,68 L,950,Ready to move,,"7,157 / sq ft",11,2
2,Bavdhan,84 L,950,Ready to move,,"8,842 / sq ft",,2
2,Tathawade,50 L,949,Under Construction,Possession by Aug 2025,"5,268 / sq ft",,2
2,Tathawade,50 L,949,Under Construction,Possession by Aug 2025,"5,268 / sq ft",,2
3,Punawale,85 L,1350,Under Construction,,"6,296 / sq ft",,2
1,Hinjewadi,36.4 L,553,Under Construction,Possession by May 2024,"6,582 / sq ft",,1
2,Tathawade,45 L,990,Under Construction,Possession by Feb 2023,"4,545 / sq ft",,2
2,Tathawade,45 L,950,Under Construction,Possession by May 2022,"4,736 / sq ft",,2
1,Tathawade,32 L,650,Ready to move,,"4,923 / sq ft",,2
1,Hadapsar,27.5 L,605,Ready to move,,"4,545 / sq ft",7,2
2,Mundhwa,56 L,991,Under Construction,,"5,650 / sq ft",,2
2,Mundhwa,50 L,833,Under Construction,,"6,002 / sq ft",,2
2,Bavdhan Budruk,77 L,950,Ready to move,,"8,105 / sq ft",1,2
2,Mundhwa,67 L,1058,Under Construction,Possession by Sep 2023,"6,332 / sq ft",,2
3,Mundhwa,89 L,1432,Under Construction,Possession by Sep 2023,"6,215 / sq ft",,3
2,Mundhwa,54 L,846,Under Construction,Possession by Sep 2023,"6,382 / sq ft",,2
3,Viman Nagar,1.65 Cr,1605,Ready to move,,"10,280 / sq ft",12,3
2,Wagholi,40 L,990,Ready to move,,"4,040 / sq ft",4,2
2,Viman Nagar,70 L,1100,Ready to move,,"6,363 / sq ft",6,2
1,Wagholi,28.5 L,680,Ready to move,,"4,191 / sq ft",4,1
2,Viman Nagar,1 Cr,785,Ready to move,,"12,738 / sq ft",6,2
2,Viman Nagar,1.25 Cr,1265,Ready to move,,"9,881 / sq ft",6,2
3,Viman Nagar,1.55 Cr,1691,Ready to move,,"9,166 / sq ft",6,3
1,Viman Nagar,60 L,630,Ready to move,,"9,523 / sq ft",6,1
3,Wagholi,67 L,1560,Ready to move,,"4,294 / sq ft",6,3
3,Viman Nagar,1.95 Cr,2800,Ready to move,,"6,964 / sq ft",6,3
2,Viman Nagar,97 L,1092,Ready to move,,"8,882 / sq ft",6,2
2,Viman Nagar,68 L,950,Ready to move,,"7,157 / sq ft",14,2
3,Viman Nagar,1.3 Cr,1500,Ready to move,,"8,666 / sq ft",11,3
2,Viman Nagar,87 L,1200,Ready to move,,"7,250 / sq ft",6,2
2,Viman Nagar,95 L,1160,Ready to move,,"8,189 / sq ft",14,2
3,Viman Nagar,1.75 Cr,1680,Ready to move,,"10,416 / sq ft",11,3
2,Viman Nagar,82 L,1100,Ready to move,,"7,454 / sq ft",15,2
3,Viman Nagar,1.59 Cr,2200,Ready to move,,"7,227 / sq ft",11,3
1,Wagholi,37 L,629,Ready to move,,"5,882 / sq ft",4,1
2,Viman Nagar,77.5 L,980,Ready to move,,"7,908 / sq ft",7,2
3,Viman Nagar,1.4 Cr,1600,Ready to move,,"8,750 / sq ft",8,3
2,Tathawade,58 L,686,Under Construction,Possession by Mar 2023,"8,454 / sq ft",,2
2,Moshi,41.65 L,926,Under Construction,Possession by Jul 2023,"4,497 / sq ft",,2
2,Kharadi,95 L,1250,Ready to move,,"7,600 / sq ft",2,2
2,Moshi,41.5 L,926,Under Construction,Possession by Jul 2023,"4,481 / sq ft",,2
3,Viman Nagar,1.3 Cr,1320,Ready to move,,"9,848 / sq ft",12,3
2,Moshi,48.5 L,995,Under Construction,Possession by Dec 2023,"4,874 / sq ft",,2
2,Wakad,57 L,1005,Under Construction,Possession by Feb 2023,"5,671 / sq ft",,2
2,Keshav Nagar,56 L,970,Ready to move,,"5,773 / sq ft",2,2
4,Kharadi,2 Cr,3385,Ready to move,,"5,908 / sq ft",8,4
1,Tathawade,32 L,600,Under Construction,Possession by Aug 2025,"5,333 / sq ft",,2
3,Viman Nagar,2.1 Cr,1700,Ready to move,,"12,352 / sq ft",6,3
3,Kharadi,1.14 Cr,1544,Ready to move,,"7,383 / sq ft",6,3
3,Kharadi,1.14 Cr,1775,Ready to move,,"6,422 / sq ft",3,3
3,Viman Nagar,2 Cr,1600,Ready to move,,"12,500 / sq ft",9,3
2,Kharadi,1.12 Cr,1221,Ready to move,,"9,172 / sq ft",5,1
2,Viman Nagar,1.05 Cr,1300,Ready to move,,"8,076 / sq ft",13,2
4,Mundhwa,2.8 Cr,2580,Ready to move,,"10,852 / sq ft",10,4
5,Kharadi,4.84 Cr,5950,Ready to move,,"8,134 / sq ft",7,5
2,Viman Nagar,90 L,1099,Ready to move,,"8,189 / sq ft",13,2
4,Kharadi,3.4 Cr,4088,Ready to move,,"8,317 / sq ft",7,4
2,Viman Nagar,88 L,890,Ready to move,,"9,887 / sq ft",7,2
4,Kharadi,3.1 Cr,3435,Ready to move,,"9,024 / sq ft",7,4
4,Sangamvadi,6 Cr,5344,Ready to move,,"11,227 / sq ft",18,4
2,Viman Nagar,85 L,1000,Ready to move,,"8,500 / sq ft",13,2
4,Kharadi,3.6 Cr,4088,Ready to move,,"8,806 / sq ft",5,4
2,Viman Nagar,80 L,1100,Ready to move,,"7,272 / sq ft",12,2
3,Bavdhan,2.5 Cr,3025,Ready to move,,"8,264 / sq ft",4,3
2,Viman Nagar,78 L,1100,Ready to move,,"7,090 / sq ft",13,2
4,Kharadi,3.51 Cr,3797,Ready to move,,"9,244 / sq ft",7,4
2,Viman Nagar,68 L,880,Ready to move,,"7,727 / sq ft",12,2
1,Viman Nagar,65 L,740,Ready to move,,"8,783 / sq ft",12,1
2,Viman Nagar,62.5 L,700,Ready to move,,"8,928 / sq ft",18,2
4,Kharadi,2.76 Cr,4355,Ready to move,,"6,337 / sq ft",7,4
1,Viman Nagar,60 L,636,Ready to move,,"9,433 / sq ft",15,2
4,Kharadi,3 Cr,4355,Ready to move,,"6,888 / sq ft",7,4
3,Kharadi,1.21 Cr,1850,Ready to move,,"6,540 / sq ft",3,3
2,Tathawade,48.5 L,1000,Under Construction,Possession by Dec 1899,"4,850 / sq ft",,
2,Wagholi,34.5 L,790,Ready to move,,"4,367 / sq ft",3,2
3,Kharadi,1.2 Cr,1600,Ready to move,,"7,500 / sq ft",5,3
2,Wakad,71 L,1148,Ready to move,,"6,184 / sq ft",7,
2,Wagholi,35 L,865,Ready to move,,"4,046 / sq ft",5,2
3,Kharadi,1.2 Cr,1500,Ready to move,,"8,000 / sq ft",5,3
3,Kondhwa,1.35 Cr,2000,Ready to move,,"6,750 / sq ft",5,3
2,Kharadi,1.18 Cr,1350,Ready to move,,"8,740 / sq ft",5,2
2,NIBM Annex Mohammadwadi,55 L,1000,Ready to move,,"5,500 / sq ft",6,2
2,Kharadi,1.15 Cr,945,Ready to move,,"12,169 / sq ft",9,3
1,Hadapsar,30 L,562,Ready to move,,"5,338 / sq ft",9,1
2,Wagholi,54 L,1015,Ready to move,,"5,320 / sq ft",4,2
3,Kalyani Nagar,1.15 Cr,1715,Ready to move,,"6,705 / sq ft",3,3
